Zip,Territory,Region
92054,CA SAN DIEGO,WEST
38301,TN NASHVILLE,CENTRAL
33196,FL MIAMI,SOUTH
89117,NV LAS VEGAS,WEST
15697,PA PITTSBURGH,EAST
42420,KY LOUISVILLE,EAST
35405,AL BIRMINGHAM,SOUTH
90003,CA LONG BEACH,WEST
77044,TX HOUSTON NORTH,CENTRAL
90232,CA LONG BEACH,WEST
8097,NJ SOUTHERN,NORTH
95540,CA SAN FRANCISCO EAST,WEST
30224,GA ATLANTA SOUTH,SOUTH
11563,NY LONG ISLAND WEST,NORTH
78003,TX AUSTIN,CENTRAL
30241,GA ATLANTA SOUTH,SOUTH
78217,TX AUSTIN,CENTRAL
33585,FL ORLANDO,SOUTH
25130,KY LOUISVILLE,EAST
37310,TN KNOXVILLE,CENTRAL
94109,CA SAN FRANCISCO EAST,WEST
94947,CA SAN FRANCISCO EAST,WEST
37912,TN KNOXVILLE,CENTRAL
70806,LA NEW ORLEANS,SOUTH
29609,SC GREENVILLE,SOUTH
39564,LA NEW ORLEANS,SOUTH
41858,KY LOUISVILLE,EAST
22102,VA ALEXANDRIA,EAST
88001,TX EL PASO,CENTRAL
8002,NJ SOUTHERN,NORTH
35125,AL HUNTSVILLE,CENTRAL
18229,PA PHILADELPHIA NORTH,NORTH
32725,FL ORLANDO,SOUTH
34119,FL MIAMI,SOUTH
44406,PA PITTSBURGH,EAST
30305,GA ATLANTA NORTH,SOUTH
30188,GA ATLANTA NORTH,SOUTH
48461,MI DETROIT,EAST
11559,NY LONG ISLAND WEST,NORTH
46738,IN INDIANAPOLIS NORTH,EAST
37760,TN KNOXVILLE,CENTRAL
8836,NJ CENTRAL,NORTH
20639,MD BETHESDA SOUTH,EAST
7105,NJ NORTHERN,NORTH
33607,FL TAMPA,SOUTH
75684,TX DALLAS,CENTRAL
76123,TX FORT WORTH,CENTRAL
44115,PA PITTSBURGH,EAST
33881,FL ORLANDO,SOUTH
30087,GA ATLANTA NORTH,SOUTH
15714,PA PITTSBURGH,EAST
16354,PA PITTSBURGH,EAST
75751,TX DALLAS,CENTRAL
45030,KY LOUISVILLE,EAST
80211,CO SOUTH,WEST
23141,VA ALEXANDRIA,EAST
16503,NY BUFFALO,EAST
20815,MD BETHESDA SOUTH,EAST
8873,NJ CENTRAL,NORTH
21701,MD BETHESDA SOUTH,EAST
38237,TN NASHVILLE,CENTRAL
27615,NC RALEIGH,EAST
36748,AL BIRMINGHAM,SOUTH
31313,FL JACKSONVILLE,SOUTH
2896,CT HARTFORD,EAST
78216,TX AUSTIN,CENTRAL
6790,CT BRIDGEPORT,EAST
7081,NJ NORTHERN,NORTH
68118,MO KANSAS CITY,CENTRAL
32250,FL JACKSONVILLE,SOUTH
31730,GA ATLANTA SOUTH,SOUTH
38834,AL HUNTSVILLE,CENTRAL
94704,CA SAN FRANCISCO EAST,WEST
77590,TX HOUSTON NORTH,CENTRAL
74361,OK OKLAHOMA CITY,CENTRAL
32127,FL ORLANDO,SOUTH
35020,AL BIRMINGHAM,SOUTH
18052,PA PHILADELPHIA NORTH,NORTH
72903,OK OKLAHOMA CITY,CENTRAL
27591,NC RALEIGH,EAST
60195,IN INDIANAPOLIS NORTH,EAST
77575,TX HOUSTON NORTH,CENTRAL
85028,AZ ARIZONA,WEST
1701,CT HARTFORD,EAST
37066,TN NASHVILLE,CENTRAL
2190,CT HARTFORD,EAST
93463,CA SAN JOSE,WEST
2816,CT HARTFORD,EAST
60604,IN INDIANAPOLIS NORTH,EAST
48192,MI DETROIT,EAST
80922,CO SOUTH,WEST
30907,SC GREENVILLE,SOUTH
71103,TX DALLAS,CENTRAL
76092,TX FORT WORTH,CENTRAL
93311,CA CENTRAL,WEST
77056,TX HOUSTON NORTH,CENTRAL
89015,NV LAS VEGAS,WEST
8012,NJ SOUTHERN,NORTH
27909,NC RALEIGH,EAST
60099,IN INDIANAPOLIS NORTH,EAST
23803,VA ALEXANDRIA,EAST
28083,NC CHARLOTTE,SOUTH
87107,TX EL PASO,CENTRAL
77065,TX HOUSTON NORTH,CENTRAL
36863,AL BIRMINGHAM,SOUTH
94545,CA SAN JOSE,WEST
22193,VA ALEXANDRIA,EAST
16434,NY BUFFALO,EAST
29520,NC WILMINGTON,EAST
60646,IN INDIANAPOLIS NORTH,EAST
32780,FL WEST PALM BEACH,SOUTH
7740,NJ CENTRAL,NORTH
95204,CA SAN JOSE,WEST
32757,FL ORLANDO,SOUTH
93277,CA CENTRAL,WEST
68022,MO KANSAS CITY,CENTRAL
11105,NY QUEENS,NORTH
37766,TN KNOXVILLE,CENTRAL
37932,TN KNOXVILLE,CENTRAL
15017,PA PITTSBURGH,EAST
30534,GA ATLANTA NORTH,SOUTH
48312,MI DETROIT,EAST
90045,CA LONG BEACH,WEST
22603,VA ALEXANDRIA,EAST
13088,NY BUFFALO,EAST
1104,CT BRIDGEPORT,EAST
86314,AZ ARIZONA,WEST
95819,CA SACRAMENTO,WEST
30078,GA ATLANTA NORTH,SOUTH
95249,CA SAN JOSE,WEST
89149,NV LAS VEGAS,WEST
92040,CA SAN DIEGO,WEST
7032,NJ NORTHERN,NORTH
29572,NC WILMINGTON,EAST
44119,PA PITTSBURGH,EAST
46517,IN INDIANAPOLIS NORTH,EAST
49203,MI DETROIT,EAST
92410,CA RIVERSIDE,WEST
85383,AZ ARIZONA,WEST
40361,KY LOUISVILLE,EAST
33705,FL TAMPA,SOUTH
32955,FL WEST PALM BEACH,SOUTH
32428,FL TALLAHASSEE,SOUTH
48130,MI DETROIT,EAST
90807,CA LONG BEACH,WEST
85085,AZ ARIZONA,WEST
60435,IN INDIANAPOLIS NORTH,EAST
22203,VA ALEXANDRIA,EAST
8244,NJ SOUTHERN,NORTH
7031,NJ NORTHERN,NORTH
94956,CA SAN FRANCISCO EAST,WEST
90804,CA LONG BEACH,WEST
20816,MD BETHESDA SOUTH,EAST
91606,CA LOS ANGELES NORTH,WEST
29036,NC CHARLOTTE,SOUTH
60586,IN INDIANAPOLIS NORTH,EAST
41647,KY LOUISVILLE,EAST
37403,TN KNOXVILLE,CENTRAL
44906,PA PITTSBURGH,EAST
92647,CA IRVINE,WEST
76210,TX IRVING,CENTRAL
90031,CA LOS ANGELES NORTH,WEST
7748,NJ CENTRAL,NORTH
75061,TX IRVING,CENTRAL
32163,FL ORLANDO,SOUTH
15136,PA PITTSBURGH,EAST
86305,AZ ARIZONA,WEST
40014,KY LOUISVILLE,EAST
68502,MO KANSAS CITY,CENTRAL
10989,NY WESTCHESTER,EAST
7753,NJ CENTRAL,NORTH
33625,FL TAMPA,SOUTH
91401,CA LOS ANGELES NORTH,WEST
92590,CA SAN DIEGO,WEST
19317,PA PHILADELPHIA SOUTH,NORTH
31806,GA ATLANTA SOUTH,SOUTH
43062,PA PITTSBURGH,EAST
28586,NC WILMINGTON,EAST
85254,AZ ARIZONA,WEST
90247,CA LONG BEACH,WEST
92401,CA RIVERSIDE,WEST
30439,GA ATLANTA SOUTH,SOUTH
20878,VA ALEXANDRIA,EAST
45066,KY LOUISVILLE,EAST
91367,CA LOS ANGELES NORTH,WEST
40769,TN KNOXVILLE,CENTRAL
80123,CO SOUTH,WEST
30165,GA ATLANTA NORTH,SOUTH
33760,FL TAMPA,SOUTH
94563,CA SAN FRANCISCO EAST,WEST
16507,NY BUFFALO,EAST
45417,KY LOUISVILLE,EAST
19608,PA PHILADELPHIA SOUTH,NORTH
68135,MO KANSAS CITY,CENTRAL
73533,OK OKLAHOMA CITY,CENTRAL
48858,MI DETROIT,EAST
47112,KY LOUISVILLE,EAST
43402,MI DETROIT,EAST
7108,NJ NORTHERN,NORTH
64158,MO KANSAS CITY,CENTRAL
37774,TN KNOXVILLE,CENTRAL
8809,NJ CENTRAL,NORTH
92227,CA SAN DIEGO,WEST
85268,AZ ARIZONA,WEST
21015,MD BETHESDA SOUTH,EAST
48507,MI DETROIT,EAST
20754,MD BETHESDA SOUTH,EAST
10470,NY BRONX,NORTH
79520,TX FORT WORTH,CENTRAL
75219,TX DALLAS,CENTRAL
28445,NC WILMINGTON,EAST
87301,TX EL PASO,CENTRAL
28621,NC CHARLOTTE,SOUTH
20601,MD BETHESDA SOUTH,EAST
32506,FL TALLAHASSEE,SOUTH
15005,PA PITTSBURGH,EAST
21769,MD BETHESDA SOUTH,EAST
22903,VA ALEXANDRIA,EAST
44135,PA PITTSBURGH,EAST
96003,CA SAN FRANCISCO EAST,WEST
18017,PA PHILADELPHIA NORTH,NORTH
39475,LA NEW ORLEANS,SOUTH
93405,CA SAN JOSE,WEST
36756,AL BIRMINGHAM,SOUTH
28697,NC CHARLOTTE,SOUTH
80910,CO SOUTH,WEST
46615,IN INDIANAPOLIS NORTH,EAST
60014,IN INDIANAPOLIS NORTH,EAST
95823,CA SACRAMENTO,WEST
12204,NY WESTCHESTER,EAST
95231,CA SAN JOSE,WEST
27042,NC RALEIGH,EAST
48239,MI DETROIT,EAST
40972,KY LOUISVILLE,EAST
22405,VA ALEXANDRIA,EAST
90015,CA LONG BEACH,WEST
86001,AZ ARIZONA,WEST
35223,AL BIRMINGHAM,SOUTH
95020,CA SAN JOSE,WEST
40160,KY LOUISVILLE,EAST
90706,CA LONG BEACH,WEST
34134,FL MIAMI,SOUTH
60634,IN INDIANAPOLIS NORTH,EAST
7666,NJ HACKENSACK,NORTH
89706,CA SACRAMENTO,WEST
33020,FL MIAMI,SOUTH
19143,PA PHILADELPHIA SOUTH,NORTH
34785,FL ORLANDO,SOUTH
18702,NY WESTCHESTER,EAST
27617,NC RALEIGH,EAST
76180,TX FORT WORTH,CENTRAL
43953,PA PITTSBURGH,EAST
33155,FL MIAMI,SOUTH
18321,PA PHILADELPHIA NORTH,NORTH
14047,NY BUFFALO,EAST
85643,AZ ARIZONA,WEST
7751,NJ CENTRAL,NORTH
32223,FL JACKSONVILLE,SOUTH
10538,NY BRONX,NORTH
78734,TX AUSTIN,CENTRAL
28278,NC CHARLOTTE,SOUTH
50310,MO KANSAS CITY,CENTRAL
79912,TX EL PASO,CENTRAL
33435,FL WEST PALM BEACH,SOUTH
20769,MD BETHESDA SOUTH,EAST
64079,MO KANSAS CITY,CENTRAL
66044,MO KANSAS CITY,CENTRAL
48867,MI DETROIT,EAST
75010,TX IRVING,CENTRAL
1876,CT HARTFORD,EAST
87113,TX EL PASO,CENTRAL
33525,FL TAMPA,SOUTH
7011,NJ HACKENSACK,NORTH
75201,TX IRVING,CENTRAL
43026,PA PITTSBURGH,EAST
2144,CT HARTFORD,EAST
16365,NY BUFFALO,EAST
8753,NJ CENTRAL,NORTH
7647,NJ HACKENSACK,NORTH
7041,NJ NORTHERN,NORTH
32244,FL JACKSONVILLE,SOUTH
85226,AZ ARIZONA,WEST
2458,CT HARTFORD,EAST
18505,NY WESTCHESTER,EAST
39367,LA NEW ORLEANS,SOUTH
29412,FL JACKSONVILLE,SOUTH
22556,VA ALEXANDRIA,EAST
74104,OK OKLAHOMA CITY,CENTRAL
33317,FL WEST PALM BEACH,SOUTH
7730,NJ CENTRAL,NORTH
35005,AL BIRMINGHAM,SOUTH
50060,MO KANSAS CITY,CENTRAL
31605,FL TALLAHASSEE,SOUTH
33449,FL WEST PALM BEACH,SOUTH
28031,NC CHARLOTTE,SOUTH
60187,IN INDIANAPOLIS NORTH,EAST
33711,FL TAMPA,SOUTH
30134,GA ATLANTA SOUTH,SOUTH
91304,CA LOS ANGELES NORTH,WEST
30075,GA ATLANTA NORTH,SOUTH
46107,IN INDIANAPOLIS NORTH,EAST
77384,TX HOUSTON NORTH,CENTRAL
76021,TX FORT WORTH,CENTRAL
15044,PA PITTSBURGH,EAST
48069,MI DETROIT,EAST
46256,IN INDIANAPOLIS NORTH,EAST
12144,NY WESTCHESTER,EAST
2494,CT HARTFORD,EAST
40245,KY LOUISVILLE,EAST
18064,PA PHILADELPHIA NORTH,NORTH
11580,NY LONG ISLAND WEST,NORTH
30013,GA ATLANTA SOUTH,SOUTH
77414,TX AUSTIN,CENTRAL
75247,TX IRVING,CENTRAL
46783,IN INDIANAPOLIS NORTH,EAST
14564,NY BUFFALO,EAST
22204,VA ALEXANDRIA,EAST
6067,CT HARTFORD,EAST
7704,NJ CENTRAL,NORTH
60659,IN INDIANAPOLIS NORTH,EAST
10302,NJ NORTHERN,NORTH
44143,PA PITTSBURGH,EAST
27455,NC RALEIGH,EAST
40513,KY LOUISVILLE,EAST
10304,NJ NORTHERN,NORTH
12771,NY WESTCHESTER,EAST
77471,TX AUSTIN,CENTRAL
46038,IN INDIANAPOLIS NORTH,EAST
45243,KY LOUISVILLE,EAST
20115,VA ALEXANDRIA,EAST
19601,PA PHILADELPHIA SOUTH,NORTH
38133,TN NASHVILLE,CENTRAL
19136,PA PHILADELPHIA NORTH,NORTH
30310,GA ATLANTA SOUTH,SOUTH
1907,CT HARTFORD,EAST
35906,AL HUNTSVILLE,CENTRAL
21228,MD BETHESDA SOUTH,EAST
60060,IN INDIANAPOLIS NORTH,EAST
34608,FL TAMPA,SOUTH
92014,CA SAN DIEGO,WEST
18051,PA PHILADELPHIA NORTH,NORTH
18951,PA PHILADELPHIA NORTH,NORTH
44312,PA PITTSBURGH,EAST
19904,PA PHILADELPHIA SOUTH,NORTH
33414,FL WEST PALM BEACH,SOUTH
2703,CT HARTFORD,EAST
32922,FL WEST PALM BEACH,SOUTH
6415,CT HARTFORD,EAST
37934,TN KNOXVILLE,CENTRAL
18049,PA PHILADELPHIA NORTH,NORTH
8817,NJ CENTRAL,NORTH
73102,OK OKLAHOMA CITY,CENTRAL
7095,NJ NORTHERN,NORTH
27371,NC CHARLOTTE,SOUTH
6443,CT HARTFORD,EAST
28412,NC WILMINGTON,EAST
19801,PA PHILADELPHIA SOUTH,NORTH
10457,NY BRONX,NORTH
39560,LA NEW ORLEANS,SOUTH
44087,PA PITTSBURGH,EAST
11753,NY LONG ISLAND EAST,NORTH
37204,TN NASHVILLE,CENTRAL
25844,KY LOUISVILLE,EAST
37814,TN KNOXVILLE,CENTRAL
37128,TN NASHVILLE,CENTRAL
78745,TX AUSTIN,CENTRAL
94063,CA SAN JOSE,WEST
74008,OK OKLAHOMA CITY,CENTRAL
43235,PA PITTSBURGH,EAST
60448,IN INDIANAPOLIS NORTH,EAST
75235,TX IRVING,CENTRAL
40601,KY LOUISVILLE,EAST
21223,MD BETHESDA SOUTH,EAST
32159,FL ORLANDO,SOUTH
33935,FL WEST PALM BEACH,SOUTH
30548,SC GREENVILLE,SOUTH
45267,KY LOUISVILLE,EAST
20874,VA ALEXANDRIA,EAST
21244,MD BETHESDA SOUTH,EAST
36274,AL BIRMINGHAM,SOUTH
30620,SC GREENVILLE,SOUTH
70364,LA NEW ORLEANS,SOUTH
32931,FL WEST PALM BEACH,SOUTH
1107,CT BRIDGEPORT,EAST
75154,TX IRVING,CENTRAL
68776,MO KANSAS CITY,CENTRAL
46203,IN INDIANAPOLIS NORTH,EAST
45315,KY LOUISVILLE,EAST
12401,NY WESTCHESTER,EAST
92614,CA IRVINE,WEST
74017,OK OKLAHOMA CITY,CENTRAL
7071,NJ NORTHERN,NORTH
7728,NJ CENTRAL,NORTH
78752,TX AUSTIN,CENTRAL
92154,CA SAN DIEGO,WEST
7470,NJ HACKENSACK,NORTH
6053,CT HARTFORD,EAST
36420,AL BIRMINGHAM,SOUTH
92260,CA RIVERSIDE,WEST
16801,PA PITTSBURGH,EAST
78238,TX AUSTIN,CENTRAL
27104,NC CHARLOTTE,SOUTH
19702,PA PHILADELPHIA SOUTH,NORTH
30577,SC GREENVILLE,SOUTH
94574,CA SAN FRANCISCO EAST,WEST
96101,CA SACRAMENTO,WEST
36092,AL BIRMINGHAM,SOUTH
39563,LA NEW ORLEANS,SOUTH
27041,NC CHARLOTTE,SOUTH
94945,CA SAN FRANCISCO EAST,WEST
32081,FL JACKSONVILLE,SOUTH
29138,SC GREENVILLE,SOUTH
30512,GA ATLANTA NORTH,SOUTH
78154,TX AUSTIN,CENTRAL
2302,CT HARTFORD,EAST
29715,NC CHARLOTTE,SOUTH
28904,SC GREENVILLE,SOUTH
85147,AZ ARIZONA,WEST
37721,TN KNOXVILLE,CENTRAL
47904,IN INDIANAPOLIS NORTH,EAST
33334,FL WEST PALM BEACH,SOUTH
77356,TX HOUSTON NORTH,CENTRAL
21222,MD BETHESDA SOUTH,EAST
37924,TN KNOXVILLE,CENTRAL
41240,KY LOUISVILLE,EAST
80917,CO SOUTH,WEST
41514,KY LOUISVILLE,EAST
35004,AL HUNTSVILLE,CENTRAL
37412,TN KNOXVILLE,CENTRAL
78957,TX AUSTIN,CENTRAL
30828,GA ATLANTA SOUTH,SOUTH
75240,TX DALLAS,CENTRAL
27504,NC WILMINGTON,EAST
92104,CA SAN DIEGO,WEST
44134,PA PITTSBURGH,EAST
75428,TX DALLAS,CENTRAL
48450,MI DETROIT,EAST
94605,CA SAN FRANCISCO EAST,WEST
18018,PA PHILADELPHIA NORTH,NORTH
95472,CA SAN FRANCISCO EAST,WEST
93305,CA CENTRAL,WEST
76226,TX FORT WORTH,CENTRAL
32465,FL TALLAHASSEE,SOUTH
46970,IN INDIANAPOLIS NORTH,EAST
13905,NY WESTCHESTER,EAST
25507,KY LOUISVILLE,EAST
68154,MO KANSAS CITY,CENTRAL
70037,LA NEW ORLEANS,SOUTH
80129,CO SOUTH,WEST
2072,CT HARTFORD,EAST
37764,TN KNOXVILLE,CENTRAL
11096,NY LONG ISLAND WEST,NORTH
68106,MO KANSAS CITY,CENTRAL
73401,OK OKLAHOMA CITY,CENTRAL
11572,NY LONG ISLAND WEST,NORTH
21152,MD BETHESDA SOUTH,EAST
81004,CO SOUTH,WEST
19707,PA PHILADELPHIA SOUTH,NORTH
37341,TN KNOXVILLE,CENTRAL
13104,NY BUFFALO,EAST
6870,NY WESTCHESTER,EAST
93422,CA SAN JOSE,WEST
20132,VA ALEXANDRIA,EAST
20165,VA ALEXANDRIA,EAST
44452,PA PITTSBURGH,EAST
2420,CT HARTFORD,EAST
2809,CT HARTFORD,EAST
94111,CA SAN FRANCISCO EAST,WEST
10577,NY BRONX,NORTH
27828,NC RALEIGH,EAST
16630,PA PITTSBURGH,EAST
74301,OK OKLAHOMA CITY,CENTRAL
34292,FL TAMPA,SOUTH
48317,MI DETROIT,EAST
10504,NY WESTCHESTER,EAST
39819,FL TALLAHASSEE,SOUTH
78723,TX AUSTIN,CENTRAL
40299,KY LOUISVILLE,EAST
80909,CO SOUTH,WEST
34205,FL TAMPA,SOUTH
22153,VA ALEXANDRIA,EAST
77377,TX HOUSTON NORTH,CENTRAL
8108,NJ SOUTHERN,NORTH
23220,VA ALEXANDRIA,EAST
48238,MI DETROIT,EAST
32825,FL ORLANDO,SOUTH
92612,CA IRVINE,WEST
45429,KY LOUISVILLE,EAST
72901,OK OKLAHOMA CITY,CENTRAL
33026,FL MIAMI,SOUTH
45669,KY LOUISVILLE,EAST
73045,OK OKLAHOMA CITY,CENTRAL
36330,AL BIRMINGHAM,SOUTH
75238,TX DALLAS,CENTRAL
19947,PA PHILADELPHIA SOUTH,NORTH
38556,TN KNOXVILLE,CENTRAL
37331,TN KNOXVILLE,CENTRAL
44903,PA PITTSBURGH,EAST
10801,NY BRONX,NORTH
50533,MO KANSAS CITY,CENTRAL
78640,TX AUSTIN,CENTRAL
10605,NY BRONX,NORTH
29045,NC CHARLOTTE,SOUTH
14625,NY BUFFALO,EAST
34238,FL TAMPA,SOUTH
1581,CT HARTFORD,EAST
91754,CA LOS ANGELES NORTH,WEST
10453,NY BRONX,NORTH
1845,CT HARTFORD,EAST
46366,IN INDIANAPOLIS NORTH,EAST
12590,NY WESTCHESTER,EAST
92071,CA SAN DIEGO,WEST
60062,IN INDIANAPOLIS NORTH,EAST
60131,IN INDIANAPOLIS NORTH,EAST
1982,CT HARTFORD,EAST
48374,MI DETROIT,EAST
35903,AL HUNTSVILLE,CENTRAL
27856,NC RALEIGH,EAST
50322,MO KANSAS CITY,CENTRAL
89436,CA SACRAMENTO,WEST
15062,PA PITTSBURGH,EAST
91104,CA LOS ANGELES NORTH,WEST
95618,CA SAN FRANCISCO EAST,WEST
8070,NJ SOUTHERN,NORTH
11776,NY LONG ISLAND EAST,NORTH
48768,MI DETROIT,EAST
92869,CA IRVINE,WEST
8822,NJ CENTRAL,NORTH
70726,LA NEW ORLEANS,SOUTH
32435,FL TALLAHASSEE,SOUTH
34113,FL MIAMI,SOUTH
89509,CA SACRAMENTO,WEST
48455,MI DETROIT,EAST
44044,PA PITTSBURGH,EAST
89032,NV LAS VEGAS,WEST
89119,NV LAS VEGAS,WEST
89103,NV LAS VEGAS,WEST
38824,AL HUNTSVILLE,CENTRAL
30474,FL JACKSONVILLE,SOUTH
28444,NC WILMINGTON,EAST
81001,CO SOUTH,WEST
76020,TX FORT WORTH,CENTRAL
91786,CA RIVERSIDE,WEST
39553,LA NEW ORLEANS,SOUTH
70506,LA NEW ORLEANS,SOUTH
81303,CO SOUTH,WEST
90024,CA LONG BEACH,WEST
66618,MO KANSAS CITY,CENTRAL
92808,CA IRVINE,WEST
48033,MI DETROIT,EAST
27962,NC RALEIGH,EAST
50010,MO KANSAS CITY,CENTRAL
7403,NJ HACKENSACK,NORTH
79903,TX EL PASO,CENTRAL
85743,AZ ARIZONA,WEST
90805,CA LONG BEACH,WEST
32425,FL TALLAHASSEE,SOUTH
2054,CT HARTFORD,EAST
19709,PA PHILADELPHIA SOUTH,NORTH
46016,IN INDIANAPOLIS NORTH,EAST
24651,TN KNOXVILLE,CENTRAL
7663,NJ HACKENSACK,NORTH
32832,FL ORLANDO,SOUTH
36507,LA NEW ORLEANS,SOUTH
93221,CA CENTRAL,WEST
77566,TX HOUSTON NORTH,CENTRAL
90028,CA LOS ANGELES NORTH,WEST
40391,KY LOUISVILLE,EAST
46617,IN INDIANAPOLIS NORTH,EAST
31558,FL JACKSONVILLE,SOUTH
47715,KY LOUISVILLE,EAST
38103,TN NASHVILLE,CENTRAL
93401,CA SAN JOSE,WEST
86333,AZ ARIZONA,WEST
64139,MO KANSAS CITY,CENTRAL
95842,CA SACRAMENTO,WEST
74037,OK OKLAHOMA CITY,CENTRAL
42653,TN KNOXVILLE,CENTRAL
73018,OK OKLAHOMA CITY,CENTRAL
64014,MO KANSAS CITY,CENTRAL
31069,GA ATLANTA SOUTH,SOUTH
28787,SC GREENVILLE,SOUTH
33813,FL TAMPA,SOUTH
27870,NC RALEIGH,EAST
79905,TX EL PASO,CENTRAL
85541,AZ ARIZONA,WEST
90011,CA LONG BEACH,WEST
28659,NC CHARLOTTE,SOUTH
94116,CA SAN FRANCISCO EAST,WEST
85719,AZ ARIZONA,WEST
12309,NY WESTCHESTER,EAST
10924,NY WESTCHESTER,EAST
6071,CT HARTFORD,EAST
50125,MO KANSAS CITY,CENTRAL
44203,PA PITTSBURGH,EAST
34684,FL TAMPA,SOUTH
28675,NC CHARLOTTE,SOUTH
45067,KY LOUISVILLE,EAST
21042,MD BETHESDA SOUTH,EAST
27127,NC CHARLOTTE,SOUTH
91321,CA CENTRAL,WEST
15202,PA PITTSBURGH,EAST
32796,FL WEST PALM BEACH,SOUTH
7719,NJ CENTRAL,NORTH
90670,CA LONG BEACH,WEST
15473,PA PITTSBURGH,EAST
51105,MO KANSAS CITY,CENTRAL
20186,VA ALEXANDRIA,EAST
31709,GA ATLANTA SOUTH,SOUTH
70443,LA NEW ORLEANS,SOUTH
77340,TX DALLAS,CENTRAL
95490,CA SAN FRANCISCO EAST,WEST
77498,TX AUSTIN,CENTRAL
30102,GA ATLANTA NORTH,SOUTH
22901,VA ALEXANDRIA,EAST
37130,TN NASHVILLE,CENTRAL
15601,PA PITTSBURGH,EAST
94941,CA SAN FRANCISCO EAST,WEST
15223,PA PITTSBURGH,EAST
44105,PA PITTSBURGH,EAST
1887,CT HARTFORD,EAST
91901,CA SAN DIEGO,WEST
50219,MO KANSAS CITY,CENTRAL
46236,IN INDIANAPOLIS NORTH,EAST
30032,GA ATLANTA SOUTH,SOUTH
32607,FL TALLAHASSEE,SOUTH
73162,OK OKLAHOMA CITY,CENTRAL
8831,NJ CENTRAL,NORTH
75203,TX IRVING,CENTRAL
7834,NJ HACKENSACK,NORTH
32935,FL WEST PALM BEACH,SOUTH
46320,IN INDIANAPOLIS NORTH,EAST
8203,NJ SOUTHERN,NORTH
10312,NJ NORTHERN,NORTH
37190,AL HUNTSVILLE,CENTRAL
66221,MO KANSAS CITY,CENTRAL
93033,CA LOS ANGELES NORTH,WEST
42134,KY LOUISVILLE,EAST
33756,FL TAMPA,SOUTH
85713,AZ ARIZONA,WEST
91750,CA IRVINE,WEST
44060,PA PITTSBURGH,EAST
15068,PA PITTSBURGH,EAST
13027,NY BUFFALO,EAST
18452,NY WESTCHESTER,EAST
2852,CT HARTFORD,EAST
95973,CA SACRAMENTO,WEST
22030,VA ALEXANDRIA,EAST
10028,NY MANHATTAN,NORTH
7650,NJ HACKENSACK,NORTH
11729,NY LONG ISLAND EAST,NORTH
23005,VA ALEXANDRIA,EAST
47909,IN INDIANAPOLIS NORTH,EAST
33433,FL WEST PALM BEACH,SOUTH
8022,NJ SOUTHERN,NORTH
95404,CA SAN FRANCISCO EAST,WEST
68107,MO KANSAS CITY,CENTRAL
8360,NJ SOUTHERN,NORTH
36532,LA NEW ORLEANS,SOUTH
94022,CA SAN JOSE,WEST
38261,TN NASHVILLE,CENTRAL
39562,LA NEW ORLEANS,SOUTH
74464,OK OKLAHOMA CITY,CENTRAL
36251,AL BIRMINGHAM,SOUTH
33486,FL WEST PALM BEACH,SOUTH
92780,CA IRVINE,WEST
60188,IN INDIANAPOLIS NORTH,EAST
60630,IN INDIANAPOLIS NORTH,EAST
31093,GA ATLANTA SOUTH,SOUTH
35501,AL HUNTSVILLE,CENTRAL
92508,CA RIVERSIDE,WEST
60101,IN INDIANAPOLIS NORTH,EAST
60174,IN INDIANAPOLIS NORTH,EAST
6069,CT BRIDGEPORT,EAST
11212,NY BROOKLYN,NORTH
60707,IN INDIANAPOLIS NORTH,EAST
80919,CO SOUTH,WEST
41537,KY LOUISVILLE,EAST
60585,IN INDIANAPOLIS NORTH,EAST
78610,TX AUSTIN,CENTRAL
1028,CT BRIDGEPORT,EAST
18235,PA PHILADELPHIA NORTH,NORTH
92078,CA SAN DIEGO,WEST
49091,MI DETROIT,EAST
92335,CA RIVERSIDE,WEST
11428,NY LONG ISLAND WEST,NORTH
36037,AL BIRMINGHAM,SOUTH
7016,NJ NORTHERN,NORTH
92521,CA RIVERSIDE,WEST
1606,CT HARTFORD,EAST
20191,VA ALEXANDRIA,EAST
10026,NY MANHATTAN,NORTH
91326,CA LOS ANGELES NORTH,WEST
1040,CT BRIDGEPORT,EAST
89110,NV LAS VEGAS,WEST
90034,CA LONG BEACH,WEST
30294,GA ATLANTA SOUTH,SOUTH
21117,MD BETHESDA SOUTH,EAST
39401,LA NEW ORLEANS,SOUTH
7463,NJ HACKENSACK,NORTH
60629,IN INDIANAPOLIS NORTH,EAST
28715,SC GREENVILLE,SOUTH
44147,PA PITTSBURGH,EAST
11416,NY QUEENS,NORTH
95660,CA SACRAMENTO,WEST
34957,FL WEST PALM BEACH,SOUTH
37303,TN KNOXVILLE,CENTRAL
30040,GA ATLANTA NORTH,SOUTH
78747,TX AUSTIN,CENTRAL
48224,MI DETROIT,EAST
35042,AL BIRMINGHAM,SOUTH
80206,CO SOUTH,WEST
80007,CO SOUTH,WEST
41528,KY LOUISVILLE,EAST
91702,CA IRVINE,WEST
91361,CA LOS ANGELES NORTH,WEST
87121,TX EL PASO,CENTRAL
11561,NY LONG ISLAND WEST,NORTH
81419,CO SOUTH,WEST
86327,AZ ARIZONA,WEST
42066,KY LOUISVILLE,EAST
43608,MI DETROIT,EAST
